"year","make","model","mileage","normalized_color","transmission","sold_price","bid_amount","end_date","bidders","watchers","comments","status"
"2000","BMW","M5","63000","Black","manual","null","34005","2023-07-15 04:00:00","23","656","44","unsold"
"2012","BMW","750Li xDrive","36000","Black","automatic","22750","22750","2023-08-29 04:00:00","42","359","19","sold"
"1974","BMW","2002tii","18000","Silver","manual","23000","23000","2023-08-29 04:00:00","32","1126","38","sold"
"1991","BMW","M5","138000","Black","manual","null","18500","2023-03-06 05:00:00","24","648","35","unsold"
"1988","BMW","M6","52000","Black","manual","null","41000","2023-07-15 04:00:00","25","769","34","unsold"
"2011","BMW","335is Coupe 6-Speed","54000","Black","manual","18500","18500","2023-07-15 04:00:00","18","404","57","sold"
"2001","BMW","325Ci Convertible","70000","White","automatic","15850","15850","2023-03-04 05:00:00","13","336","31","sold"
"1976","BMW","2002 4-Speed","24000","White","manual","9200","9200","2023-08-29 04:00:00","24","623","40","sold"
"1984","BMW","M635CSi","27000","Gray","manual","42000","42000","2023-08-29 04:00:00","24","889","70","sold"
"2006","BMW","330Ci ZHP Convertible","30000","White","automatic","25000","25000","2023-08-28 04:00:00","44","562","90","sold"
"1987","BMW","M6","69000","Black","manual","41987","41987","2023-08-28 04:00:00","30","595","50","sold"
"1971","BMW","2002 5-Speed","74000","Gray","manual","50000","50000","2023-08-28 04:00:00","46","1285","105","sold"
"1986","BMW","635CSi 5-Speed","116000","Black","manual","25000","25000","2023-04-07 04:00:00","30","705","46","sold"
"2008","Porsche","911 GT3 RS","12000","Black","manual","285000","285000","2025-02-28 05:00:00","62","1937","196","sold"
"2016","Porsche","Cayenne","63000","Black","automatic","28050","28050","2025-02-27 05:00:00","34","555","34","sold"
"2008","Porsche","911 Carrera 4S Coupe 6-Speed","50000","Gray","manual","65000","65000","2023-04-23 04:00:00","39","1430","71","sold"
"2018","BMW","750i M Sport Individual","29000","Gray","automatic","47500","47500","2023-05-15 04:00:00","28","586","8","sold"
"2024","Porsche","911 GT3 RS Weissach","1500","Gray","automatic","366000","366000","2025-02-27 05:00:00","65","1590","58","sold"
"1995","BMW","M3 GT","78000","Green","manual","125000","125000","2023-08-27 04:00:00","20","1539","159","sold"
"2001","BMW","Z3 2.5i 5-Speed","37000","Red","manual","16500","16500","2023-08-27 04:00:00","29","381","13","sold"
"2021","Porsche","911 Turbo S Cabriolet","764","White","automatic","227000","227000","2023-07-11 04:00:00","27","528","22","sold"
"1990","BMW","M3 Sport Evolution","117000","Red","manual","null","99999","2023-08-27 04:00:00","47","1142","93","unsold"
"2013","BMW","335i xDrive Coupe 6-Speed","126000","Red","manual","11000","11000","2025-03-12 04:00:00","31","328","19","sold"
"2013","BMW","650i Gran Coupe","28000","Silver","automatic","null","19250","2025-03-09 05:00:00","32","721","25","unsold"
"2001","BMW","330i Sedan","41000","White","automatic","9600","9600","2025-03-09 05:00:00","29","623","24","sold"
"2007","BMW","335i Sport Convertible","49000","Silver","automatic","13750","13750","2025-03-22 04:00:00","17","783","7","sold"
"2011","BMW","328i M Sport Coupe 6-Speed","105000","Black","manual","9300","9300","2025-03-22 04:00:00","20","634","45","sold"
"1986","BMW","325es 5-Speed","525000","Red","manual","21500","21500","2025-03-22 04:00:00","39","619","57","sold"
"2011","BMW","M3 Coupe Competition Package","77000","Gray","automatic","null","25250","2025-03-22 04:00:00","15","959","46","unsold"
"2017","BMW","M2","17000","White","automatic","36500","36500","2025-03-22 04:00:00","19","1160","25","sold"
"2006","BMW","M3 Convertible","38000","Gray","automatic","29000","29000","2025-03-22 04:00:00","25","1281","18","sold"
"2002","BMW","M3 Convertible 6-Speed","59000","Silver","manual","25250","25250","2025-03-21 04:00:00","48","1459","28","sold"
"2008","BMW","750Li","17000","Blue","automatic","19750","19750","2025-03-21 04:00:00","9","626","42","sold"
"1972","BMW","2002 5-Speed","49000","Orange","manual","17250","17250","2025-03-21 04:00:00","21","1240","88","sold"
"1998","BMW","M3 Coupe 5-Speed","56000","White","manual","31500","31500","2025-03-21 04:00:00","16","1048","39","sold"
"1998","BMW","M Roadster","55000","Silver","manual","15000","15000","2025-03-20 04:00:00","28","574","25","sold"
"2013","BMW","X5 M","119000","Black","automatic","13750","13750","2025-03-20 04:00:00","30","780","18","sold"
"2017","BMW","750i","52000","White","automatic","30000","30000","2025-03-20 04:00:00","30","673","34","sold"
"2008","BMW","335i Sport Convertible 6-Speed","94000","Gray","manual","8500","8500","2025-03-20 04:00:00","40","747","31","sold"
"2014","BMW","M6 Convertible Competition Package","38000","Black","automatic","null","27777","2025-03-19 04:00:00","36","1347","33","unsold"
"1994","BMW","850CSi","143000","Black","manual","57000","57000","2025-03-19 04:00:00","34","1131","104","sold"
"2011","BMW","335i xDrive Coupe","57000","Gray","automatic","12000","12000","2025-03-19 04:00:00","48","583","29","sold"
"2010","BMW","535i xDrive Sports Wagon 6-Speed","106000","White","manual","24000","24000","2025-03-19 04:00:00","22","1824","61","sold"
"1975","BMW","3.0CSi Project","6000","Silver","manual","42251","42251","2025-03-19 04:00:00","49","2136","41","sold"
"1987","BMW","M6","131000","Red","manual","25000","25000","2025-03-19 04:00:00","18","1052","31","sold"
"2004","BMW","645Ci Convertible","55000","Gray","automatic","13000","13000","2025-02-27 05:00:00","33","447","15","sold"
"2001","BMW","330Ci Coupe 5-Speed","42000","Blue","manual","20000","20000","2025-03-08 05:00:00","46","651","65","sold"
"1991","BMW","325i Convertible","126000","Green","manual","17000","17000","2025-03-06 05:00:00","47","420","54","sold"
"2006","BMW","650i Coupe Sport","8000","Gray","automatic","24000","24000","2025-03-06 05:00:00","24","248","51","sold"
"2005","BMW","Z4 3.0i Roadster","60000","Red","automatic","null","8700","2025-03-06 05:00:00","38","405","25","unsold"
"1976","BMW","2002 5-Speed","30000","Silver","manual","null","26250","null","23","554","76","unsold"
"2002","BMW","525i Sport Wagon 5-Speed","130000","Silver","manual","13000","13000","2025-03-06 05:00:00","46","738","65","sold"
"2008","BMW","128i Sport Convertible 6-Speed","88000","Black","manual","4500","4500","2025-03-06 05:00:00","10","544","44","sold"
"1998","BMW","323ti 5-Speed Individual","142000","Pink","manual","11001","11001","2025-03-06 05:00:00","50","702","89","sold"
"1991","BMW","750iL","68000","White","automatic","13250","13250","2025-03-05 05:00:00","42","405","72","sold"
"1998","BMW","M Roadster","56000","Black","manual","17250","17250","2025-03-05 05:00:00","26","739","30","sold"
"2003","BMW","530i","119000","Blue","automatic","8200","8200","2025-03-04 05:00:00","20","502","37","sold"
"1989","BMW","R100GS","44000","Black","manual","null","7000","2025-03-04 05:00:00","27","513","37","unsold"
"2011","BMW","335i xDrive Coupe","57000","Gray","automatic","10500","10500","2025-03-04 05:00:00","23","409","30","sold"
"2018","BMW","Alpina B7 xDrive","70000","Blue","automatic","45500","45500","2025-03-04 05:00:00","13","691","31","sold"
"1983","BMW","533i 5-Speed","191000","Green","manual","4900","4900","2025-03-04 05:00:00","14","605","41","sold"
"2020","BMW","X5 xDrive40i","42000","Gray","automatic","36000","36000","2025-03-04 05:00:00","26","509","49","sold"
"1996","BMW","318ti 5-Speed","170000","Silver","manual","4300","4300","2025-03-04 05:00:00","9","298","23","sold"
"2001","BMW","M Roadster","43000","Gray","manual","null","22100","2025-03-04 05:00:00","14","614","30","unsold"
"2020","BMW","M2 Competition","29000","Silver","automatic","null","40250","2025-03-04 05:00:00","14","774","29","unsold"
"2003","BMW","325Ci Coupe 5-Speed","119000","Gray","manual","6100","6100","2025-03-04 05:00:00","32","331","23","sold"
"2002","BMW","M3 Coupe 6-Speed","98000","Silver","manual","19950","19950","2025-03-04 05:00:00","37","939","38","sold"
"2014","BMW","650i xDrive Coupe M Sport Edition","31000","Silver","automatic","26250","26250","2025-03-03 05:00:00","38","700","31","sold"
"1974","BMW","2002tii","26","Gray","manual","35250","35250","2025-03-03 05:00:00","44","1631","70","sold"
"1987","BMW","635CSi","66000","Silver","automatic","null","11050","2025-03-03 05:00:00","21","770","31","unsold"
"2012","BMW","128i Coupe 6-Speed","6000","Black","manual","20750","20750","2025-03-03 05:00:00","38","495","42","sold"
"1983","BMW","320i 5-Speed","184000","Black","manual","5322","5322","2025-03-03 05:00:00","13","489","58","sold"
"2009","BMW","328i Sports Wagon","4500","White","automatic","24750","24750","2025-03-03 05:00:00","39","809","75","sold"
"2008","BMW","335i Sport Convertible","19000","Black","automatic","16000","16000","2025-03-03 05:00:00","29","555","67","sold"
"2011","BMW","M3 Coupe Competition Package 6-Speed","32000","Blue","manual","43600","43600","2025-03-03 05:00:00","26","1164","54","sold"
"2000","BMW","M5","95000","Black","manual","34500","34500","2025-03-02 05:00:00","19","741","36","sold"
"2000","BMW","M5","140000","Black","manual","26000","26000","2025-03-02 05:00:00","36","783","20","sold"
"2006","BMW","Z4 Coupe 3.0si 6-Speed","202000","null","manual","15000","15000","2025-03-02 05:00:00","43","457","31","sold"
"2001","BMW","M3 Convertible 6-Speed","65000","Red","manual","20000","20000","2025-03-02 05:00:00","51","889","51","sold"
"2022","BMW","M8 Competition Coupe","20000","White","automatic","null","70500","2025-03-02 05:00:00","45","978","35","unsold"
"1989","BMW","325i Coupe 5-Speed","90000","Beige","manual","9200","9200","2025-03-01 05:00:00","10","695","48","sold"
"2001","BMW","330Ci Coupe 5-Speed","48000","Blue","manual","24500","24500","2025-03-01 05:00:00","33","673","61","sold"
"2011","BMW","535i Sport","45000","Silver","automatic","13500","13500","2025-02-28 05:00:00","49","462","46","sold"
"1973","BMW","2002","84000","Red","automatic","9002","9002","2025-02-28 05:00:00","20","1261","28","sold"
"2006","BMW","M3 Convertible","38000","Gray","automatic","null","26000","2025-02-28 05:00:00","45","863","52","unsold"
"1991","BMW","M3","165000","White","manual","38250","38250","2025-02-28 05:00:00","30","1019","51","sold"
"2002","BMW","Z3 3.0i 5-Speed","65000","Brown","manual","10000","10000","2025-02-28 05:00:00","27","442","35","sold"
"2017","BMW","M2 Performance Edition 6-Speed","11000","White","manual","42750","42750","2025-02-28 05:00:00","17","1619","30","sold"
"2010","BMW","535i xDrive Sports Wagon","88000","Black","automatic","10000","10000","2025-02-28 05:00:00","35","739","39","sold"
"2001","BMW","325Ci Convertible","24000","White","automatic","13500","13500","2025-02-27 05:00:00","11","662","22","sold"
"1987","BMW","325is 5-Speed","168000","White","manual","14000","14000","2025-02-27 05:00:00","32","649","34","sold"
"2002","BMW","Z3 Coupe 3.0i 5-Speed","50000","Black","manual","null","19336","2025-02-13 05:00:00","43","721","63","unsold"
"2003","BMW","M3 Coupe 6-Speed","109000","Black","manual","null","18750","2025-02-13 05:00:00","28","845","25","unsold"
"2018","BMW","440i xDrive Convertible Sport","18000","Black","automatic","30000","30000","2025-02-13 05:00:00","34","520","49","sold"
"2009","BMW","M3 Coupe","141000","Gray","automatic","20250","20250","2025-02-13 05:00:00","23","631","38","sold"
"2016","BMW","X6 sDrive35i","66000","Gray","automatic","19250","19250","2025-02-27 05:00:00","32","341","50","sold"
"2013","BMW","328i Convertible","89000","Red","automatic","11000","11000","2025-02-27 05:00:00","14","376","23","sold"
"2023","BMW","M850i xDrive Gran Coupe THE 8 X JEFF KOONS","26","null","automatic","null","35000","null","0","398","32","unsold"
"2011","BMW","128i Coupe","57000","Black","automatic","7600","7600","2025-02-27 05:00:00","21","402","39","sold"
"2016","BMW","M3 6-Speed","35000","Blue","manual","59000","59000","2025-02-26 05:00:00","50","968","61","sold"
"1995","BMW","M3 Coupe 5-Speed","90000","Purple","manual","27500","27500","2025-02-26 05:00:00","7","820","56","sold"
"2014","BMW","535d M Sport","71000","White","automatic","null","17750","2025-02-26 05:00:00","18","335","36","unsold"
"1968","BMW","R69S","46000","Black","manual","null","13000","2025-02-26 05:00:00","12","541","22","unsold"
"2011","BMW","335d M Sport Sedan","51000","White","automatic","null","7800","null","0","405","50","unsold"
"2001","BMW","M5","109000","Blue","manual","38000","38000","2025-02-26 05:00:00","41","944","52","sold"
"2014","BMW","M5 Competition Package","86000","Black","automatic","24000","24000","2025-02-26 05:00:00","30","597","73","sold"
"2014","BMW","X5 xDrive35d M Sport","79000","White","automatic","18500","18500","2025-02-26 05:00:00","20","768","25","sold"
"2014","BMW","435i xDrive Coupe Sport 6-Speed","48000","Black","manual","19950","19950","2025-02-26 05:00:00","24","491","34","sold"
"2000","BMW","M5","182000","Gray","manual","null","37500","2025-02-25 05:00:00","39","804","62","unsold"
"2007","BMW","M6 Coupe 6-Speed","44000","Gray","manual","null","29500","2025-02-25 05:00:00","25","493","41","unsold"
"2020","BMW","M340i xDrive","24000","White","automatic","34000","34000","2025-02-25 05:00:00","39","414","43","sold"
"2008","BMW","335i Convertible","36000","Black","automatic","15777","15777","2025-02-25 05:00:00","15","347","6","sold"
"2009","BMW","535i xDrive Sedan 6-Speed","145000","Black","manual","6500","6500","2025-02-25 05:00:00","13","334","29","sold"
"1994","BMW","530i 6-Speed","10000","White","manual","21034","21034","2025-02-25 05:00:00","29","644","85","sold"
"2002","BMW","M Roadster","17000","Black","manual","34000","34000","2025-02-25 05:00:00","44","830","36","sold"
"2014","BMW","650i xDrive Convertible","55000","Red","automatic","22500","22500","2025-02-25 05:00:00","27","582","36","sold"
"2003","BMW","Z4 Roadster 2.5i 5-Speed","40000","Black","manual","null","11500","2025-02-25 05:00:00","20","442","28","unsold"
"2002","BMW","Z8","22000","Silver","manual","160000","160000","2025-02-25 05:00:00","17","1072","28","sold"
"2002","BMW","Z3 3.0i","40000","Silver","automatic","11800","11800","2025-02-24 05:00:00","37","549","40","sold"
"2001","BMW","325Ci Convertible 5-Speed","61000","Blue","manual","10750","10750","2025-02-24 05:00:00","22","403","44","sold"
"2007","BMW","530xi Sports Wagon","157000","Black","automatic","6800","6800","2025-02-24 05:00:00","34","492","28","sold"
"2001","BMW","540i Sport","13000","Silver","automatic","25251","25251","2025-02-23 05:00:00","22","760","47","sold"
"2003","BMW","M3 Convertible 6-Speed","43000","White","manual","21000","21000","2025-02-23 05:00:00","21","1173","37","sold"
"2011","BMW","550i xDrive","76000","Black","automatic","11260","11260","2025-02-22 05:00:00","43","1210","32","sold"
"2011","BMW","335is M Sport Convertible","14000","White","automatic","null","25250","2025-02-22 05:00:00","21","408","45","unsold"
"2008","BMW","128i Sport Convertible 6-Speed","79000","Black","manual","12000","12000","2025-02-22 05:00:00","35","437","72","sold"
"2002","BMW","325i Sport Wagon 6-Speed","61000","Black","manual","null","16000","2025-02-22 05:00:00","21","1231","51","unsold"
"1998","BMW","M Roadster","32000","Red","manual","20000","20000","2025-02-22 05:00:00","14","650","70","sold"
"1971","BMW","2800CS 4-Speed","40000","White","manual","null","66500","2025-02-22 05:00:00","22","1715","78","unsold"
"1989","BMW","M3","43000","White","manual","null","95000","2025-02-21 05:00:00","40","1680","86","unsold"
"1988","BMW","735i 5-Speed","215000","Silver","manual","7250","7250","2025-02-21 05:00:00","33","667","72","sold"
"2003","BMW","325i Sport Wagon","115000","Blue","automatic","8600","8600","2025-02-21 05:00:00","18","503","50","sold"
"2007","BMW","M5 6-Speed","150000","Gray","manual","17900","17900","2025-02-21 05:00:00","16","666","43","sold"
"2003","BMW","M3 Convertible","7000","Black","automatic","33000","33000","2025-02-21 05:00:00","31","673","34","sold"
"2008","BMW","335i Sedan Dinan","85000","Silver","automatic","14000","14000","2025-02-21 05:00:00","20","345","34","sold"
"1967","BMW","2000CS","29000","Blue","manual","null","52000","2025-02-20 05:00:00","56","894","109","unsold"
"2016","BMW","M235i Convertible","42000","White","automatic","20250","20250","2025-02-20 05:00:00","19","331","9","sold"
